,date,year,num_segs_new,num_segs_distinct_new,sum_seg_length_h_new,sum_seg_day_length_h_new,num_segs_with_idents_new,min_num_idents_new,max_num_idents_new,avg_num_idents_new,total_msg_count_new,total_pos_count_new,total_ident_count_new,num_segs_old,num_segs_distinct_old,sum_seg_length_h_old,sum_seg_day_length_h_old,num_segs_with_idents_old,min_num_idents_old,max_num_idents_old,avg_num_idents_old,total_msg_count_old,total_pos_count_old,total_ident_count_old,num_segs_diff,num_segs_distinct_diff,sum_seg_length_h_diff,sum_seg_day_length_h_diff,num_segs_with_idents_diff,min_num_idents_diff,max_num_idents_diff,avg_num_idents_diff,total_msg_count_diff,total_pos_count_diff,total_ident_count_diff,avg_seg_length_h_new,avg_seg_length_h_old,avg_seg_length_h_diff,prop_segs_with_idents_new,prop_segs_with_idents_old,prop_segs_with_idents_diff
11,2017-01-11,2017,173809,173809,214014591.01666653,2669386.19999954,133817,0,107,0.8243128951895458,81079326,26427621,54651705,174121,174121,212795642.1833468,2664469.8166661602,134498,0,108,0.8361197098569337,1407246264,26389111,53834578,-312,-312,1218948.8333197236,4916.383333379868,-681,0,-1,-0.011806814667387977,-1326166938,38510,817127,1231.3205358564087,1222.113600216785,9.20693563962368,0.769908347668993,0.7724398550433319,-681
12,2017-01-12,2017,174991,174991,214743777.85000706,2685149.6499995384,134942,0,80,0.8286483304855505,84484226,27084988,57399238,175417,175417,213511694.83333382,2679502.666666285,135669,0,82,0.8383109960836286,1420087139,27043123,56569292,-426,-426,1232083.016673237,5646.983333253302,-727,0,-2,-0.009662665598078046,-1335602913,41865,829946,1227.1704136213123,1217.166493745383,10.003919875929341,0.7711368013212108,0.7734085065871609,-727
13,2017-01-13,2017,169424,169424,215098228.73334938,2628192.1499995138,130251,0,83,0.8194470677117683,83548006,26751325,56796681,169643,169643,213912882.2000159,2623247.4333327306,130738,0,83,0.8275673031012208,1431798994,26708680,55997115,-219,-219,1185346.5333334804,4944.716666783206,-487,0,0,-0.008120235389452501,-1348250988,42645,799566,1269.58535233113,1260.959085845074,8.62626648605601,0.7687871848144301,0.770665456281721,-487
14,2017-01-14,2017,165063,165063,215060303.38333258,2575966.433332916,125653,0,95,0.8118173061194768,80834563,26054675,54779888,165319,165319,213878747.483344,2571237.0333329085,126203,0,96,0.8199178557818549,1440163624,26011810,53990375,-256,-256,1181555.8999885917,4729.400000007357,-550,0,-1,-0.008100549662378165,-1359329061,42865,789513,1302.8983078178185,1293.733614910228,9.164692907590506,0.7612426770384642,0.7633907778295296,-550
15,2017-01-15,2017,165828,165828,215303506.56666544,2560756.0666662855,126070,0,120,0.8156644233784407,78929711,25511306,53418405,165917,165917,214134374.05000815,2555816.816666255,126540,0,120,0.8244604229825823,1448761768,25469986,52579345,-89,-89,1169132.5166572928,4939.250000030734,-470,0,0,-0.008795999604141569,-1369832057,41320,839060,1298.3543585321263,1290.61141444221,7.742944089916364,0.7602455556359602,0.7626704918724423,-470
16,2017-01-16,2017,170492,170492,215980837.21666935,2621464.916666292,130559,0,61,0.8186777092180254,82836413,26278457,56557956,170856,170856,214810998.48334444,2616571.0999995745,131211,0,61,0.8279077117572815,1461133958,26241092,55744672,-364,-364,1169838.7333249152,4893.816666717641,-652,0,0,-0.0092300025392561,-1378297545,37365,813284,1266.8092181255975,1257.2634176344081,9.545800491189311,0.7657778664101541,0.7679624947324062,-652
17,2017-01-17,2017,174415,174415,216372561.60001266,2663056.666666214,133449,0,68,0.8167187455207284,85519641,27189499,58330142,174753,174753,215188895.95001438,2657957.499999426,134157,0,68,0.826400691261374,1471396934,27150312,57493760,-338,-338,1183665.6499982774,5099.166666788049,-708,0,0,-0.009681945740645626,-1385877293,39187,836382,1240.5616581143404,1231.3888514074974,9.172806706842948,0.7651234125505261,0.7676949751935589,-708
18,2017-01-18,2017,173933,173933,216803999.13333374,2655053.816666243,133340,0,55,0.8217072090977653,86034361,27099564,58934797,174241,174241,215623619.53334174,2649752.2333327853,133898,0,56,0.829873565923059,1482231104,27060512,58110544,-308,-308,1180379.599992007,5301.58333345782,-558,0,-1,-0.008166356825293763,-1396196743,39052,824253,1246.4799614410936,1237.5021925571004,8.977768883993122,0.7666170306957276,0.7684643683174454,-558
19,2017-01-19,2017,172032,172032,217165811.9833338,2607701.199999606,130781,0,77,0.8136102585565453,82286146,26354044,55932102,172244,172244,215990267.08334312,2602217.6666661585,131233,0,78,0.8207484730962863,1492372282,26315381,55143780,-212,-212,1175544.8999906778,5483.533333447296,-452,0,-1,-0.00713821453974095,-1410086136,38663,788322,1262.3570730058,1253.9784670777683,8.378605928031675,0.7602132161458334,0.7619017208146582,-452
20,2017-01-20,2017,160527,160527,217106230.68333167,2538145.7166662463,120521,0,58,0.7902471235368462,79876672,25586441,54290231,160906,160906,215924045.0166775,2533668.6166661996,120967,0,59,0.7956943805700268,1499654838,25549401,53576329,-379,-379,1182185.6666541696,4477.100000046659,-446,0,-1,-0.005447257033180608,-1419778166,37040,713902,1352.459279020549,1341.9266218579637,10.532657162585338,0.7507833573168377,0.751786757485737,-446
21,2017-01-21,2017,154714,154714,216771548.41666886,2487731.883332752,117082,0,64,0.7985508745168541,78620962,24931948,53689014,154941,154941,215606112.03334087,2484064.4333327706,117449,0,64,0.8039189110693734,1504971888,24894039,52898394,-227,-227,1165436.3833279908,3667.44999998156,-367,0,0,-0.005368036552519273,-1426350926,37909,790620,1401.1113953273064,1391.5368561797127,9.574539147593669,0.7567640937471722,0.7580240220471018,-367
22,2017-01-22,2017,151333,151333,216835143.5666663,2447727.0666662273,115104,0,101,0.8027660853878518,78386601,24754059,53632542,151657,151657,215684640.73333964,2444263.1999994875,115502,0,101,0.8074998186697468,1512068589,24713843,52882393,-324,-324,1150502.8333266675,3463.8666667398065,-398,0,0,-0.004733733281895081,-1433681988,40216,750149,1432.834501177313,1422.1871772047425,10.647323972570575,0.7606007942748773,0.7616001899022136,-398
23,2017-01-23,2017,150219,150219,216896024.51666796,2461246.6833329964,114676,0,117,0.8031340908939658,77082924,24623037,52459887,150689,150689,215766017.76667145,2458112.2166662146,115074,0,117,0.806780853280612,1519778875,24584690,51639294,-470,-470,1130006.7499965131,3134.466666781809,-398,0,0,-0.003646762386646185,-1442695951,38347,820593,1443.8654532160908,1431.8630939661916,12.0023592498992,0.7633921141799639,0.7636522904790661,-398
24,2017-01-24,2017,148452,148452,216907621.50000137,2445759.4666663078,113766,0,74,0.8034718292781571,72753667,24230244,48523423,148991,148991,215746535.48334098,2442189.39999962,114180,0,76,0.8071695605774716,1524726457,24191878,47717569,-539,-539,1161086.0166603923,3570.0666666878387,-414,0,-2,-0.0036977312993144995,-1451972790,38366,805854,1461.1296681755812,1448.0507915467442,13.078876628836952,0.7663487187777868,0.7663550147324335,-414
25,2017-01-25,2017,144065,144065,217024347.04999715,2391731.9166662046,111815,0,117,0.8150973518897735,74232839,24196212,50036627,144487,144487,215849460.56667173,2388758.9833328724,112143,0,117,0.8186826496501474,1531396538,24158328,49363540,-422,-422,1174886.4833254218,2972.9333333321847,-328,0,0,-0.0035852977603738623,-1457163699,37884,673087,1506.4335338215192,1493.902292709183,12.531241112336147,0.7761427133585534,0.776145950846789,-328
