,date,year,num_segs_new,num_segs_distinct_new,sum_seg_length_h_new,sum_seg_day_length_h_new,num_segs_with_idents_new,min_num_idents_new,max_num_idents_new,avg_num_idents_new,total_msg_count_new,total_cumul_msg_count_new,num_segs_old,num_segs_distinct_old,sum_seg_length_h_old,sum_seg_day_length_h_old,num_segs_with_idents_old,min_num_idents_old,max_num_idents_old,avg_num_idents_old,total_msg_count_old,num_segs_diff,num_segs_distinct_diff,sum_seg_length_h_diff,sum_seg_day_length_h_diff,num_segs_with_idents_diff,min_num_idents_diff,max_num_idents_diff,avg_num_idents_diff,total_msg_count_diff,avg_seg_length_h_new,avg_seg_length_h_old,avg_seg_length_h_diff,prop_segs_with_idents_new,prop_segs_with_idents_old,prop_segs_with_idents_diff
273,2017-10-01,2017,223123,223123,296186600.8999999,3245974.0000000023,169018,0,96,0.8274359882217434,28391233,2822643833,560614,560613,256166983.71666062,3248135.5166665902,171723,0,54,0.3381845619267447,2546450514,-337491,-337490,40019617.1833393,-2161.516666587908,-2705,0,42,0.4892514262949987,-2518059281,1327.4588496031333,456.9408553077803,870.517994295353,0.7575104314660523,0.30631236465732214,-2705
274,2017-10-02,2017,222572,222572,296103928.9333334,3232456.216666669,167016,0,73,0.816081986952537,29229505,2825878143,577900,577900,255020393.1666646,3227410.3833331987,167757,0,39,0.31889081155909155,2540380100,-355328,-355328,41083535.7666688,5045.833333470393,-741,0,34,0.49719117539344543,-2511150595,1330.373672040209,441.288100305701,889.085571734508,0.7503908847474076,0.29028724692853436,-741
275,2017-10-03,2017,216926,216926,295553273.0333331,3156708.5999999987,163425,0,104,0.815116675732738,28460938,2824499206,585002,585002,254640615.58332705,3152850.649999885,164101,0,69,0.30678185715604056,2541938234,-368076,-368076,40912657.45000607,3857.9500001138076,-676,0,35,0.5083348185766975,-2513477296,1362.4612680514697,435.2816154189679,927.1796526325018,0.7533675078137245,0.2805135708937747,-676
276,2017-10-04,2017,211250,211250,295058562.80000025,3149794.2666666633,160745,0,74,0.8243550295857984,28108545,2824269050,597891,597891,254446313.34999543,3144709.3333331426,161437,0,62,0.2960456002849985,2547143027,-386641,-386641,40612249.450004816,5084.9333335207775,-692,0,12,0.5283094293007999,-2519034482,1396.7269244970425,425.5730782868373,971.1538462102053,0.7609230769230769,0.2700107544686239,-692
277,2017-10-05,2017,218686,218686,294903251.91666627,3208666.6499999953,166016,0,73,0.8274375131467027,29018299,2823613970,618131,618131,254513841.39999473,3203815.783333189,166758,0,86,0.2967299811852174,2552225337,-399445,-399445,40389410.51667154,4850.866666806396,-742,0,-13,0.5307075319614853,-2523207038,1348.5236911218196,411.7474150301388,936.7762760916808,0.7591523920141207,0.26977776555455074,-742
278,2017-10-06,2017,221584,221584,294869720.29999965,3225611.516666666,168622,0,128,0.8272573832045634,28373509,2824013956,633863,633863,254734256.93333066,3222464.516666536,169403,0,92,0.2930112658413519,2553387895,-412279,-412279,40135463.366669,3147.0000001299195,-781,0,36,0.5342461173632116,-2525014386,1330.7356140335028,401.875889479794,928.8597245537087,0.7609845476207668,0.2672549115502877,-781
279,2017-10-07,2017,216699,216699,295038857.9833331,3217491.7499999967,164499,0,93,0.8262613117734738,28168611,2827324451,644499,644499,255048879.26666236,3214142.24999986,165177,0,70,0.2817987304867909,2554909709,-427800,-427800,39989978.71667075,3349.5000001369044,-678,0,23,0.544462581286683,-2526741098,1361.514626201935,395.7320015495173,965.7826246524178,0.7591128708485041,0.2562874418734552,-678
280,2017-10-08,2017,218101,218101,295349644.0666666,3222399.1333333305,165999,0,71,0.8249343194208182,28499629,2830563589,660476,660476,255570606.9999969,3219640.83333321,166656,0,50,0.2757420405889055,2564202859,-442375,-442375,39779037.0666697,2758.30000012042,-657,0,21,0.5491922788319127,-2535703230,1354.187482252106,386.94912002858075,967.2383622235253,0.7611106780803389,0.25232710953918086,-657
281,2017-10-09,2017,220363,220363,296005141.2666669,3215992.1666666646,167488,0,60,0.8259598934485368,28512204,2838574368,677628,677628,256362210.5999965,3212143.149999893,168225,0,50,0.27278388732460335,2571199475,-457265,-457265,39642930.66667038,3849.016666771844,-737,0,10,0.5531760061239335,-2542687271,1343.2615333185104,378.32293028032564,964.9386030381847,0.7600550001588289,0.24825568010766969,-737
282,2017-10-10,2017,217960,217960,295782544.6833336,3190855.7833333313,165421,0,61,0.8204349421912273,28083794,2838692824,689227,689227,256368173.31666285,3186399.1833332116,166038,0,50,0.26259418159764913,2575718494,-471267,-471267,39414371.36667073,4456.600000119768,-617,0,11,0.5578407605935781,-2547634700,1357.0496636232958,371.96478564632963,985.0848779769663,0.7589511837034318,0.24090466566167607,-617
283,2017-10-11,2017,223378,223378,295838953.08333313,3217159.55,171276,0,99,0.8320112096983592,28775688,2841070137,708063,708063,256719332.89999792,3212722.4666662733,171815,0,69,0.2647024346703505,2583619225,-484685,-484685,39119620.183335215,4437.083333726507,-539,0,30,0.5673087750280087,-2554843537,1324.3871513010822,362.5656656257959,961.8214856752863,0.7667541118641943,0.2426549614935394,-539
284,2017-10-12,2017,218834,218834,295621600.36666644,3192049.733333335,166940,0,201,0.8221117376641657,28780759,2842474742,718141,718141,256657198.28332996,3187213.316666592,167363,0,201,0.2521914220187955,2588784747,-499307,-499307,38964402.08333647,4836.41666674288,-423,0,0,0.5699203156453702,-2560003988,1350.8942868414708,357.39109490104306,993.5031919404278,0.7628613469570542,0.23305033412658516,-423
285,2017-10-13,2017,215852,215852,295623084.5166669,3180678.35,165628,0,216,0.8215304931156532,28607716,2844535867,731275,731275,256862583.06666273,3176832.5500000007,166160,0,216,0.24433626200813474,2594045834,-515423,-515423,38760501.45000416,3845.799999999348,-532,0,0,0.5771942311075184,-2565438118,1369.5637961041218,351.253062208694,1018.3107338954278,0.7673220539999629,0.22721958223650474,-532
286,2017-10-14,2017,212439,212439,295393451.30000013,3150875.616666665,163020,0,103,0.8243589924637185,28486939,2844007203,748918,748918,256891243.16666025,3151177.049999999,164951,0,103,0.23754937122622188,2599354525,-536479,-536479,38502208.13333988,-301.43333333404735,-1931,0,0,0.5868096212374966,-2570867586,1390.4859809168756,343.01651604936757,1047.4694648675081,0.7673732224309096,0.22025241748762883,-1931
287,2017-10-15,2017,207845,207845,295126705.04999995,3116013.2333333283,159573,0,65,0.8258702398421902,28422347,2843896779,759793,759793,256408218.99999756,3111462.7999999896,160159,0,66,0.22827270059081686,2601289011,-551948,-551948,38718486.050002396,4550.433333338704,-586,0,-1,0.5975975392513734,-2572866664,1419.9365154321729,337.47115201113667,1082.4653634210363,0.767750006014097,0.2107929396559326,-586
288,2017-10-16,2017,211573,211573,295367618.0000002,3144965.433333332,162429,0,57,0.822420630231646,28206603,2847312060,773518,773518,256848506.59999648,3140421.749999999,162932,0,57,0.22672516993786426,2606956621,-561945,-561945,38519111.4000037,4543.683333333116,-503,0,0,0.5956954602937817,-2578750018,1396.055347326928,332.0523977463957,1064.0029495805325,0.7677208339438397,0.21063763222058182,-503
289,2017-10-17,2017,219884,219884,295707635.7833329,3223280.8333333354,170258,0,59,0.8346628222153497,27997532,2850359652,790898,790898,257367096.7166626,3219411.2999999914,170638,0,55,0.23337901979775116,2607757313,-571014,-571014,38340539.0666703,3869.5333333439194,-380,0,4,0.6012838024175986,-2579759781,1344.8347118632228,325.411237247613,1019.4234746156098,0.7743082716341344,0.21575222089321253,-380
290,2017-10-18,2017,219925,219925,296007671.9666669,3261340.4500000007,168452,0,65,0.8244265090371709,28601600,2853991989,799966,799966,257793356.583328,3258608.866666627,168996,0,65,0.2282984526842404,2610619279,-580041,-580041,38214315.38333887,2731.5833333735354,-544,0,0,0.5961280563529304,-2582017679,1345.948264029405,322.2553915833023,1023.6928724461027,0.7659520291008298,0.2112539782940775,-544
291,2017-10-19,2017,221414,221414,296290020.13333267,3276205.416666667,169012,0,62,0.8215876141526731,29447619,2857619933,814456,814456,258274659.94999576,3271368.4166666474,169548,0,62,0.22498575736442528,2617035367,-593042,-593042,38015360.18333691,4837.000000019558,-536,0,0,0.5966018567882478,-2587587748,1338.1720222449017,317.1130913763245,1021.0589308685771,0.7633302320539803,0.20817330831868142,-536
292,2017-10-20,2017,220499,220499,296688570.1500004,3234224.466666661,168599,0,53,0.8229561131796517,28269120,2861464863,828799,828799,258902428.6833303,3229407.5333333,169085,0,50,0.22049133746541277,2622781434,-608300,-608300,37786141.466670096,4816.933333361056,-486,0,3,0.602464775714239,-2594512314,1345.532497426294,312.3826509000738,1033.1498465262202,0.764624782878834,0.20401207047788428,-486
293,2017-10-21,2017,210447,210447,296139182.53333336,3141180.233333334,161742,0,76,0.8287312244888264,26917357,2858427505,836168,836168,258565839.38334548,3136662.666666116,162159,0,87,0.20967795945312007,2628339735,-625721,-625721,37573343.14998788,4517.566667217761,-417,0,-11,0.6190532650357063,-2601422378,1407.1912763466971,309.22714021984274,1097.9641361268543,0.7685640565082895,0.19393112388897923,-417
294,2017-10-22,2017,207798,207798,295537704.05,3121155.7833333286,158226,0,71,0.8198105852799351,27442017,2855877999,851402,851402,258264143.43333054,3118339.0499999933,158636,0,67,0.20128681868259699,2638547481,-643604,-643604,37273560.616669476,2816.733333335258,-410,0,4,0.6185237665973381,-2611105464,1422.2355559245036,303.3398364501499,1118.8957194743537,0.76144139982098,0.18632326445087044,-410
295,2017-10-23,2017,228943,228943,295998686.83333296,3211528.0666666664,176128,0,58,0.8307002179581823,28952753,2862027274,883317,883317,258868465.48332763,3207126.4833333483,176538,0,58,0.21653607934637054,2644623739,-654374,-654374,37130221.35000533,4401.583333318122,-410,0,0,0.6141641386118117,-2615670986,1292.8924965311583,293.06405909014273,999.8284374410155,0.769309391420572,0.1998580351108379,-410
296,2017-10-24,2017,219990,219990,296159937.7833334,3246839.9833333315,167254,0,86,0.8203372880585484,29058779,2865442617,883709,883709,259197188.63332742,3242555.116666639,167749,0,81,0.20549298468161356,2642203028,-663719,-663719,36962749.150005996,4284.866666692309,-495,0,5,0.6148443033769349,-2613144249,1346.2427282300714,293.30604150611504,1052.9366867239564,0.7602800127278513,0.18982379946339803,-495
297,2017-10-25,2017,224360,224360,296611401.5666669,3300280.3833333384,170696,0,54,0.8239258334819046,29357326,2869895540,900116,900116,259834367.36666262,3296551.89999998,171252,0,48,0.2067611285656509,2646244465,-675756,-675756,36777034.20000428,3728.483333358541,-556,0,6,0.6171647049162537,-2616887139,1322.0333462589895,288.6676465773996,1033.3656996815898,0.7608129791406668,0.190255478182812,-556
298,2017-10-26,2017,226781,226781,297274133.85000044,3336512.3499999987,173040,0,61,0.8264448961773695,29685781,2875844865,914264,914264,260767053.68332928,3333063.7999999803,173596,0,59,0.20663834516069907,2652600382,-687483,-687483,36507080.16667116,3448.55000001844,-556,0,2,0.6198065510166704,-2622914601,1310.8423273995636,285.2207389586917,1025.6215884408718,0.7630268849683175,0.18987513453444518,-556
299,2017-10-27,2017,230346,230346,297698797.1666663,3325978.566666668,177043,0,80,0.8322089378586988,29135965,2880684273,931326,931326,261378170.44999367,3321702.0166666396,177464,0,93,0.2073044240147916,2661464641,-700980,-700980,36320626.71667266,4276.550000028219,-421,0,-13,0.6249045138439071,-2632328676,1292.3983796838943,280.65164126202177,1011.7467384218726,0.7685959382841464,0.1905498182161778,-421
300,2017-10-28,2017,219231,219231,297288541.1833327,3220304.4499999965,168714,0,167,0.8340152624400746,28967543,2881044727,937046,937046,261146409.6166612,3215557.433333298,169179,0,167,0.19671819739906488,2668825504,-717815,-717815,36142131.56667149,4747.01666669827,-465,0,0,0.6372970650410097,-2639857961,1356.0515674486394,278.691131082851,1077.3604363657885,0.7695718215033458,0.1805450319408012,-465
301,2017-10-29,2017,208798,208798,296428959.0499999,3081489.3833333296,159103,0,261,0.825683196199198,28242161,2879486795,949205,949205,260543485.51666096,3077560.716666668,159562,0,261,0.1828698753167132,2678782092,-740407,-740407,35885473.533338934,3928.666666661389,-459,0,0,0.6428133208824849,-2650539931,1419.6925212406245,274.4860019876222,1145.2065192530022,0.7619948466939338,0.1681006737216934,-459
302,2017-10-30,2017,226038,226038,296678785.0500004,3185655.883333337,173091,0,73,0.8282810854812018,28178547,2883258566,978176,978176,260986977.46666127,3181965.0666666846,173655,0,70,0.19282726216959067,2685736122,-752138,-752138,35691807.583339155,3690.8166666524485,-564,0,3,0.6354538233116112,-2657557575,1312.51729819765,266.8098353125217,1045.7074628851283,0.7657606243198046,0.17752940166186862,-564
303,2017-10-31,2017,218184,218184,296615451.21666676,3196866.8166666683,166548,0,66,0.8263392366076343,27531450,2883468031,978968,978968,261111473.71666232,3191891.7666666764,167047,0,52,0.1854258770460357,2682123850,-760784,-760784,35503977.50000444,4975.0499999918975,-499,0,14,0.6409133595615986,-2654592400,1359.473890004156,266.72115300669924,1092.7527369974566,0.7633373666263338,0.17063581240653422,-499
304,2017-11-01,2017,221561,221561,297076849.8333333,3272567.783333333,167679,0,63,0.8201894737792296,29071374,2888386516,525789,525789,261672942.99999613,3268029.5833332,168309,0,43,0.3490088229308702,2651415040,-304228,-304228,35403906.83333719,4538.200000133365,-630,0,20,0.47118065084835936,-2622343666,1340.8354802213987,497.6767163253627,843.158763896036,0.756807380360262,0.32010749559233836,-630
305,2017-11-02,2017,225720,225720,297592198.2,3248506.8833333375,172093,0,61,0.8253234095339369,28970868,2893541562,544213,544213,262346990.06666154,3244089.916666551,172672,0,61,0.34523798586215276,2657051491,-318493,-318493,35245208.13333845,4416.966666786466,-579,0,0,0.48008542367178414,-2628080623,1318.4130701754386,482.0667460473409,836.3463241280976,0.762418040049619,0.3172875326388748,-579
306,2017-11-03,2017,216415,216415,297455440.6499996,3119694.033333339,164651,0,54,0.8198461289651823,27767777,2895481680,556252,556250,262414231.0666626,3117461.6666665548,165212,0,50,0.3213040132889399,2662534258,-339837,-339835,35041209.58333701,2232.3666667840444,-561,0,4,0.49854211567624235,-2634766481,1374.467761707828,471.7559210187193,902.7118406891087,0.7608114040154333,0.29700926918015574,-561
307,2017-11-04,2017,209252,209252,296947181.2999996,3098007.8666666616,158360,0,61,0.8126756255615242,27288078,2894184994,568558,568558,262094130.6999944,3093945.016666591,158867,0,58,0.30169129622660057,2669415730,-359306,-359306,34853050.60000521,4062.850000070408,-507,0,3,0.5109843293349237,-2642127652,1419.08885602049,460.98046408632786,958.1083919341622,0.756790855045591,0.2794209209966266,-507
308,2017-11-05,2017,209736,209736,297022608.66666687,3094565.266666671,158684,0,79,0.8148243506121987,27900219,2896528273,584515,584515,262297544.6333298,3090464.583333203,159183,0,54,0.2948837925459532,2678421726,-374779,-374779,34725064.03333706,4100.683333467692,-499,0,25,0.5199405580662455,-2650521507,1416.1737072637357,448.7439067146777,967.429800549058,0.7565892359919136,0.27233347305030664,-499
309,2017-11-06,2017,220404,220404,297534976.7166667,3214747.300000001,167243,0,55,0.8172537703489963,27947201,2900193144,607794,607794,263043586.26666033,3211760.2833332503,167775,0,48,0.2982243983981345,2683989414,-387390,-387390,34491390.450006366,2987.0166667508893,-532,0,7,0.5190293719508617,-2656042213,1349.9527082841814,432.78411150268073,917.1685967815007,0.7588020181121939,0.27603925014067265,-532
310,2017-11-07,2017,219272,219272,297825871.0166669,3208801.9000000013,167533,0,50,0.8263435367944846,27505835,2900499280,614494,614494,263559857.23332965,3206357.133333238,168072,0,46,0.2969158364442956,2682325910,-395222,-395222,34266013.783337235,2444.766666763462,-539,0,4,0.529427700350189,-2654820075,1358.2485270197146,428.90550149119383,929.3430255285208,0.7640419205370499,0.2735128414598027,-539
311,2017-11-08,2017,216556,216556,297882710.46666676,3159806.183333329,164641,0,78,0.8171419863684225,27208508,2901305415,629730,629730,263771031.13332844,3157506.0333332205,165173,0,78,0.28270369841043624,2687201119,-413174,-413174,34111679.33333832,2300.150000108406,-532,0,0,0.5344382879579863,-2659992611,1375.545865580574,418.86368941185657,956.6821761687174,0.7602698609135743,0.26229177584043956,-532
312,2017-11-09,2017,217980,217980,298212008.08333355,3178854.4333333345,166722,0,79,0.8265345444536195,27564426,2904868400,644498,644498,264240838.5333253,3177046.683333261,167135,0,79,0.28120956155023397,2693818651,-426518,-426518,33971169.55000824,1807.7500000735745,-413,0,0,0.5453249829033855,-2666254225,1368.0705022632055,409.99481539636326,958.0756868668423,0.7648499862372695,0.2593258629196677,-413
313,2017-11-10,2017,217948,217948,298327297.6333335,3154945.466666664,166059,0,129,0.8256464844825377,27865907,2907856814,659238,659238,264451268.23332638,3150890.6999999136,166354,0,129,0.2741923250783486,2700231537,-441290,-441290,33876029.40000713,4054.7666667504236,-295,0,0,0.5514541594041891,-2672365630,1368.8003451893733,401.1468820567479,967.6534631326253,0.7619202745609044,0.25234285644941584,-295
314,2017-11-11,2017,215506,215506,297907585.09999996,3140599.4999999953,164398,0,137,0.8297216782827392,27874519,2906514909,673698,673698,264167959.13333774,3136232.5666662115,164801,0,140,0.2671419538131426,2704952910,-458192,-458192,33739625.96666223,4366.933333783876,-403,0,-3,0.5625797244695967,-2677078391,1382.3632989336722,392.11628820827394,990.2470107253982,0.7628465100739654,0.24462147727913694,-403
315,2017-11-12,2017,211392,211392,297886987.36666656,3108052.300000001,160202,0,82,0.817438692098093,27907103,2908090097,685150,685150,264312154.64999473,3104291.76666656,160672,0,82,0.25414288841859906,2711159132,-473758,-473758,33574832.716671824,3760.5333334412426,-470,0,0,0.563295803679494,-2683252029,1409.1686883451907,385.77268430269976,1023.396004042491,0.7578432485619134,0.23450631248631687,-470
316,2017-11-13,2017,219034,219034,298343076.0333331,3157860.400000002,165662,0,50,0.8163024918505806,28366888,2913910087,705943,705943,264895056.1166618,3153301.8333332557,166036,0,51,0.25462678998163013,2717656921,-486909,-486909,33448019.916671336,4558.566666746046,-374,0,-1,0.5616757018689504,-2689290033,1362.0856854795745,375.23575715980155,986.849928319773,0.7563300674781084,0.23519745928495644,-374
317,2017-11-14,2017,214225,214225,298562810.29999983,3154136.183333336,163527,0,46,0.821150659353483,27558782,2915228744,714530,714530,265319340.5833271,3151003.799999885,163856,0,46,0.24723804458875157,2717493192,-500305,-500305,33243469.71667272,3132.3833334511146,-329,0,0,0.5739126147647314,-2689934410,1393.6879929980153,371.3200853474691,1022.3679076505462,0.7633422803127553,0.22931997256938128,-329
318,2017-11-15,2017,214121,214121,298729100.8999996,3168592.0999999996,163773,0,48,0.8225069003040332,28367102,2916811772,726113,726113,265643173.88332957,3164814.1833333382,164131,0,48,0.24369072031487946,2722460424,-511992,-511992,33085927.01667005,3777.916666661389,-358,0,0,0.5788161799891537,-2694093322,1395.1415363275887,365.84274607854366,1029.298790249045,0.7648619238654779,0.22604057495183258,-358
319,2017-11-16,2017,221291,221291,298856342.03333336,3201053.55,169536,0,54,0.8309330248405951,28473900,2917613909,745971,745971,265967892.0333284,3198841.3666666825,169973,0,50,0.24821474293236323,2727544000,-524680,-524680,32888450.000004947,2212.1833333172835,-437,0,4,0.5827182819082318,-2699070100,1350.512863303674,356.5391845438072,993.9736787598669,0.7661224360683444,0.22785470212649017,-437
320,2017-11-17,2017,210581,210581,298077904.83333343,3161261.0333333337,164780,0,66,0.8458645366865951,28896677,2913289435,748266,748266,265302657.53333658,3157590.6333328946,165077,0,66,0.23908743682059538,2732189836,-537685,-537685,32775247.299996853,3670.4000004390255,-297,0,0,0.6067770998659997,-2703293159,1415.50237121741,354.556611597128,1060.945759620282,0.7825017451716917,0.22061272328289672,-297
321,2017-11-18,2017,199637,199637,297287053.7000001,3031435.166666661,156271,0,128,0.844873445303226,28073729,2911651482,755307,755307,264628855.5333267,3027961.1500000237,156537,0,125,0.2242545084316689,2737775640,-555670,-555670,32658198.16667342,3474.016666637268,-266,0,3,0.6206189368715571,-2709701911,1489.1380540681341,350.35933141534065,1138.7787226527935,0.7827757379644054,0.2072495025201673,-266
322,2017-11-19,2017,204190,204190,297368788.20000005,3068421.766666667,160570,0,89,0.8467750624418441,28033951,2914511374,768012,768012,264844201.26666307,3064280.98333338,160977,0,88,0.2262868288516319,2744734611,-563822,-563822,32524586.933336973,4140.783333287109,-407,0,1,0.6204882335902122,-2716700660,1456.3337489593027,344.84383221442255,1111.4899167448802,0.7863754346442039,0.2096021937157232,-407
323,2017-11-20,2017,205049,205049,297679754.49999994,3095808.1,158063,0,50,0.8323132519544117,27315009,2918691329,778416,778416,265286838.1499957,3092462.466666694,158437,0,50,0.220407853898168,2748497156,-573367,-573367,32392916.350004226,3345.633333306294,-374,0,0,0.6119053980562438,-2721182147,1451.7493599090947,340.80342406887286,1110.9459358402219,0.7708547712985676,0.203537697066864,-374
324,2017-11-21,2017,212589,212589,297927027.58333296,3110700.8666666695,160604,0,79,0.8138520807755816,27306518,2921338877,794720,794720,265698602.01666233,3107902.2166667227,161129,0,79,0.21931372055566703,2748387585,-582131,-582131,32228425.566670626,2798.6499999468215,-525,0,0,0.5945383602199146,-2721081067,1401.4225928121068,334.32982939483384,1067.092763417273,0.7554671220053719,0.20274939601369035,-525
325,2017-11-22,2017,211386,211386,297892889.1333336,3094025.6000000024,158159,0,96,0.8074754241056645,27814931,2921593087,807601,807601,265559779.03332773,3090510.9500000253,158484,0,96,0.21238829570542916,2748531574,-596215,-596215,32333110.100005895,3514.6499999770895,-325,0,0,0.5950871284002354,-2720716643,1409.2366057039426,328.82547078734143,1080.4111349166012,0.7481999754004522,0.19624047023220625,-325
326,2017-11-23,2017,208671,208671,297977761.4333331,3072815.0000000023,156321,0,302,0.812652452904332,27467229,2923801001,821195,821195,265796361.48333874,3068586.2833329495,156674,0,302,0.20757189218151478,2751666176,-612524,-612524,32181399.949994355,4228.716667052824,-353,0,0,0.6050805607228171,-2724198947,1427.9787868622525,323.67021411886185,1104.3085727433906,0.7491266155814655,0.19078781531792083,-353
327,2017-11-24,2017,209249,209249,298213189.68333375,3072612.866666666,156473,0,217,0.8051460222032123,26574336,2926128785,836401,836401,266168748.50001416,3070821.916666249,156807,0,217,0.2026575769278168,2756831730,-627152,-627152,32044441.1833196,1790.9500004174188,-334,0,0,0.6024884452753955,-2730257394,1425.1594496668263,318.23102614656625,1106.92842352026,0.7477837409019876,0.18747825504751908,-334
328,2017-11-25,2017,209584,209584,298194674.03333366,3058553.183333335,157189,0,246,0.811784296511184,26821687,2927263437,851286,851286,266305868.98333132,3056139.1499999957,157685,0,246,0.20139647545008754,2759686929,-641702,-641702,31888805.050002337,2414.0333333392628,-496,0,0,0.6103878210610965,-2732865242,1422.7931236799263,312.8277323758776,1109.9653913040488,0.7500047713565922,0.18523152031162265,-496
329,2017-11-26,2017,208668,208668,298205336.2666663,3045780.7000000007,156289,0,262,0.8131769126075863,26230949,2928112919,866207,866207,266485418.9999951,3043556.816666671,156792,0,262,0.19733620254742587,2765636239,-657539,-657539,31719917.26667118,2223.883333329577,-503,0,0,0.6158407100601604,-2739405290,1429.0899240260428,307.64634665847205,1121.4435773675707,0.7489840320509135,0.18100985099404646,-503
330,2017-11-27,2017,215372,215372,298629365.1166668,3106931.150000002,161190,0,247,0.8073797893876644,27265029,2932148609,884984,884984,266986085.91666144,3102325.4166666805,161585,0,247,0.1976691104019986,2771666748,-669612,-669612,31643279.200005352,4605.733333321288,-395,0,0,0.6097106789856658,-2744401719,1386.5746945594915,301.6846473118852,1084.8900472476062,0.7484259792359267,0.1825852218797176,-395
331,2017-11-28,2017,215520,215520,298662831.81666636,3119381.3500000015,162104,0,196,0.8150890868596887,27563160,2932521379,895780,895780,267214259.91666156,3115242.733333389,162502,0,196,0.19775168010002545,2770161342,-680260,-680260,31448571.900004804,4138.616666612681,-398,0,0,0.6173374067596633,-2742598182,1385.7778016734705,298.303444949275,1087.4743567241956,0.7521529324424647,0.18140838152224878,-398
332,2017-11-29,2017,214832,214832,298785653.8500006,3090191.0499999993,162179,0,140,0.8111454531913306,26865568,2934588733,910621,910621,267482408.14999437,3086622.5000000033,162587,0,140,0.1926586362493295,2773452406,-695789,-695789,31303245.700006247,3568.5499999960884,-408,0,0,0.618486816942001,-2746586838,1390.7874704420226,293.73626146332487,1097.0512089786978,0.7549108140314292,0.17854519058971843,-408
333,2017-11-30,2017,211011,211011,298797392.6833329,3066045.4000000013,159478,0,115,0.8110240698352218,26577368,2936644414,922086,922086,267624376.53332698,3062689.2666666843,159732,0,115,0.1862624527430199,2776822716,-711075,-711075,31173016.150005937,3356.133333317004,-254,0,0,0.6247616170922019,-2750245348,1416.0275657825086,290.23797838089615,1125.7895874016126,0.7557805043338973,0.17322896128994475,-254
334,2017-12-01,2017,207967,207967,298708883.1000002,3046942.0666666673,157215,0,124,0.8106093755259247,26633130,2937972744,506834,506834,267692803.59999618,3043006.033333217,157557,0,124,0.3343126151757767,2741771605,-298867,-298867,31016079.500004023,3936.033333450556,-342,0,0,0.476296760350148,-2715138475,1436.3282785249592,528.1666257591168,908.1616527658424,0.7559612823188294,0.31086509586965355,-342
335,2017-12-02,2017,204332,204332,298469699.8166664,3028844.833333335,155258,0,109,0.8207867588042992,26314033,2936298834,521651,521651,267646721.61666793,3025537.6833332377,155556,0,109,0.323258270376167,2746054958,-317319,-317319,30822978.199998498,3307.15000009723,-298,0,0,0.4975284884281322,-2719740925,1460.7095306494648,513.0762168895832,947.6333137598816,0.7598320380557132,0.298199370843725,-298
336,2017-12-03,2017,201739,201739,298592947.50000054,3000580.999999999,152985,0,98,0.8170408299832953,26680210,2939798317,533582,533582,267892692.4333349,2997418.083333287,153259,0,98,0.3101622618454182,2752215274,-331843,-331843,30700255.06666565,3162.9166667121463,-274,0,0,0.5068785681378771,-2725535064,1480.095308790073,502.06471064116647,978.0305981489065,0.7583313092659327,0.287226705548538,-274
337,2017-12-04,2017,202727,202727,298912203.06666666,3024846.133333337,153682,0,106,0.8131526634340756,27022926,2944586535,549190,549190,268303323.8666702,3021384.9666665792,153844,0,104,0.30095777417651265,2757815356,-346463,-346463,30608879.19999647,3461.166666757781,-162,0,2,0.512194889257563,-2730792430,1474.4567969074997,488.5437168678785,985.9130800396211,0.7580736655699537,0.2801289171325042,-162
338,2017-12-05,2017,209250,209250,298964723.1333333,3027467.099999993,158025,0,84,0.8097443249701319,26606450,2945294234,568267,568267,268479025.2166677,3024014.6999998926,158302,0,84,0.299537013410948,2758999284,-359017,-359017,30485697.916665614,3452.4000001004897,-277,0,0,0.5102073115591839,-2732392834,1428.7441965750697,472.45225433936463,956.2919422357052,0.7551971326164875,0.27856975682205726,-277
339,2017-12-06,2017,208300,208300,299071922.216667,3055120.0666666636,157771,0,100,0.8148679788766202,26371341,2946190259,580635,580635,268637594.8166709,3051586.1499999156,158159,0,100,0.29425887175248444,2761303275,-372335,-372335,30434327.3999961,3533.916666748002,-388,0,0,0.5206091071241358,-2734931934,1435.7749506321027,462.66173209791157,973.1132185341911,0.7574219875180028,0.2723897112643916,-388
340,2017-12-07,2017,208373,208373,299118736.31666666,3028320.7333333287,159529,0,114,0.8262346849159927,26153130,2947242423,595001,595001,268887208.51667064,3026007.0666666436,159872,0,114,0.29076925921133295,2765262316,-386628,-386628,30231527.79999602,2313.666666685138,-343,0,0,0.5354654257046598,-2739109186,1435.4966157643585,451.91051530446276,983.5861004598958,0.7655934310107355,0.2686919853916212,-343
341,2017-12-08,2017,203883,203883,299033793.3166665,2993459.166666665,153537,0,113,0.8129123075489354,26153849,2949531121,606721,606721,268913468.4333414,2990072.6999998707,153884,0,113,0.27491219193005295,2769852208,-402838,-402838,30120324.8833251,3386.466666794382,-347,0,0,0.5380001156188825,-2743698359,1466.6931196650357,443.2242635961857,1023.4688560688501,0.7530642574417681,0.2536322296409717,-347
