,num_ssvid,hours_pipe25,hours_pipe3,ssvid_pipe25_only,prop_ssvid_pipe25_only,ssvid_pipe3_only,prop_ssvid_pipe3_only,ssvid_same_num_segs,prop_ssvid_same_num_segs,ssvid_less_segs_pipe3,prop_ssvid_less_segs_pipe3,ssvid_more_segs_pipe3,prop_ssvid_more_segs_pipe3,ssvid_same_hours,prop_ssvid_same_hours,ssvid_less_hours_pipe3,prop_ssvid_less_hours_pipe3,ssvid_more_hours_pipe3,prop_ssvid_more_hours_pipe3,avg_less_segs,avg_more_segs,avg_less_seg_hours,avg_more_seg_hours
0,17352336,13105668855.283253,13136010432.8666,105904,0.006103155217833495,57912,0.003337418085956842,16606005,0.9569895949456028,303466,0.01748848108980831,279049,0.01608135066079864,15924844,0.9177348801913472,605902,0.03491760417732805,657774,0.03790694232753446,-24.892551389612017,2.793362456056105,-18.880818102597804,63.51065429260928
