,num_ssvid,hours_pipe25,hours_pipe3,ssvid_pipe25_only,prop_ssvid_pipe25_only,ssvid_pipe3_only,prop_ssvid_pipe3_only,ssvid_same_num_segs,prop_ssvid_same_num_segs,ssvid_less_segs_pipe3,prop_ssvid_less_segs_pipe3,ssvid_more_segs_pipe3,prop_ssvid_more_segs_pipe3,ssvid_same_hours,prop_ssvid_same_hours,ssvid_less_hours_pipe3,prop_ssvid_less_hours_pipe3,ssvid_more_hours_pipe3,prop_ssvid_more_hours_pipe3,avg_less_segs,avg_more_segs,avg_less_seg_hours,avg_more_seg_hours
0,17872674,13105668855.28325,13992866854.300041,104592,0.005852062204010435,578250,0.03235386042401937,15661440,0.8762785020305299,214065,0.01197722288226149,1314327,0.07353835245917874,15663011,0.8763664015804238,269667,0.015088229103266808,1257154,0.07033944668827954,-32.50978441127695,7.872233470057299,-16.301604447955285,682.1658110700836
