,date,year,num_segs_new,num_segs_distinct_new,sum_seg_length_h_new,sum_seg_day_length_h_new,num_segs_with_idents_new,min_num_idents_new,max_num_idents_new,avg_num_idents_new,avg_num_idents_non_zero_new,total_msg_count_new,total_cumul_msg_count_new,num_segs_old,num_segs_distinct_old,num_segs_stale_old,num_segs_with_stale_old,sum_seg_length_h_old,sum_seg_day_length_h_old,num_segs_with_idents_old,min_num_idents_old,max_num_idents_old,avg_num_idents_old,avg_num_idents_non_zero_old,avg_num_idents_active_only_old,total_msg_count_old,num_segs_diff,num_segs_distinct_diff,sum_seg_length_h_diff,sum_seg_day_length_h_diff,num_segs_with_idents_diff,min_num_idents_diff,max_num_idents_diff,avg_num_idents_diff,avg_num_idents_non_zero_diff,total_msg_count_diff,avg_seg_length_h_new,avg_seg_length_h_old,avg_seg_length_h_diff,prop_segs_with_idents_new,prop_segs_with_idents_old,prop_segs_with_idents_diff
312,2017-11-09,2017,217980,217980,298212008.08333296,3178854.433333331,166722,0,79,0.8265345444536187,1.0806492244574797,27564426,2904868400,218845,218845,425653,644498,264240838.5333253,3177046.683333261,167135,0,79,0.28120956155023397,1.0843868728871895,0.8281614841554521,2693818651,-865,-865,33971169.55000764,1807.7500000698492,-413,0,0,-0.0016269397018333631,-0.0037376484297098056,-2666254225,1368.0705022632028,1207.433747781879,160.6367544813238,0.7648499862372695,0.7637140441865247,0.0011359420507448537
313,2017-11-10,2017,217948,217948,298327297.6333336,3154945.466666667,166059,0,129,0.825646484482537,1.0836389476029613,27865907,2907856814,218504,218504,440734,659238,264451268.23332638,3150890.6999999136,166354,0,129,0.2741923250783486,1.0865864361542308,0.8272525903415928,2700231537,-556,-556,33876029.40000725,4054.7666667532176,-295,0,0,-0.0016061058590558508,-0.0029474885512694726,-2672365630,1368.8003451893737,1210.2811309327353,158.5192142566384,0.7619202745609044,0.7613316003368359,0.0005886742240684972
314,2017-11-11,2017,215506,215506,297907585.09999985,3140599.5000000023,164398,0,137,0.8297216782827396,1.0876653000644791,27874519,2906514909,215876,215876,457822,673698,264167959.13333774,3136232.5666662115,164801,0,140,0.2671419538131426,1.0920625481641353,0.8336869313865422,2704952910,-370,-370,33739625.96666211,4366.933333790861,-403,0,-3,-0.0039652531038025796,-0.004397248099656137,-2677078391,1382.3632989336716,1223.7023065710766,158.66099236259492,0.7628465100739654,0.7634058440956846,-0.0005593340217191489
315,2017-11-12,2017,211392,211392,297886987.36666685,3108052.3000000026,160202,0,82,0.8174386920980928,1.0786382192481987,27907103,2908090097,212173,212173,472977,685150,264312154.64999473,3104291.76666656,160672,0,82,0.25414288841859906,1.0837358095996816,0.8206793512840937,2711159132,-781,-781,33574832.71667212,3760.5333334426396,-470,0,0,-0.003240659186000916,-0.005097590351482939,-2683252029,1409.168688345192,1245.7388765299766,163.42981181521554,0.7578432485619134,0.7572688325093202,0.0005744160525932296
316,2017-11-13,2017,219034,219034,298343076.03333306,3157860.4000000013,165662,0,50,0.8163024918505805,1.0792939841363756,28366888,2913910087,219459,219459,486484,705943,264895056.1166618,3153301.8333332557,166036,0,51,0.25462678998163013,1.0826085909079963,0.8190687098729216,2717656921,-425,-425,33448019.916671276,4558.566666745581,-374,0,-1,-0.002766218022341116,-0.003314606771620765,-2689290033,1362.0856854795743,1207.0366497462478,155.0490357333265,0.7563300674781084,0.7565695642466247,-0.00023949676851631185
317,2017-11-14,2017,214225,214225,298562810.3000002,3154136.183333335,163527,0,46,0.8211506593534832,1.0757306132932174,27558782,2915228744,214699,214699,499831,714530,265319340.5833271,3151003.799999885,163856,0,46,0.24723804458875157,1.0781356801093764,0.8228217178468457,2717493192,-474,-474,33243469.716673076,3132.3833334501833,-329,0,0,-0.001671058493362465,-0.0024050668161590405,-2689934410,1393.687992998017,1235.7735275121315,157.91446548588556,0.7633422803127553,0.7631893953860986,0.0001528849266566601
318,2017-11-15,2017,214121,214121,298729100.9,3168592.0999999978,163773,0,48,0.8225069003040338,1.0753665134057504,28367102,2916811772,214536,214536,511577,726113,265643173.88332957,3164814.1833333382,164131,0,48,0.24369072031487946,1.0780839695121653,0.8247893127493748,2722460424,-415,-415,33085927.016670406,3777.9166666595265,-358,0,0,-0.0022824124453409977,-0.0027174561064149394,-2694093322,1395.1415363275903,1238.2219016077934,156.91963471979693,0.7648619238654779,0.7650510869970542,-0.0001891631315762421
319,2017-11-16,2017,221291,221291,298856342.0333334,3201053.549999998,169536,0,54,0.8309330248405936,1.0845956021140029,28473900,2917613909,222684,222684,523287,745971,265967892.0333284,3198841.3666666825,169973,0,50,0.24821474293236323,1.0893553682055293,0.8314966499613834,2727544000,-1393,-1393,32888450.000005007,2212.183333315421,-437,0,4,-0.0005636251207897791,-0.004759766091526396,-2699070100,1350.5128633036745,1194.3736057971314,156.13925750654312,0.7661224360683444,0.7632923784376067,0.0028300576307377368
320,2017-11-17,2017,210581,210581,298077904.83333266,3161261.0333333346,164780,0,66,0.8458645366865956,1.0809746328437908,28896677,2913289435,210842,210842,537424,748266,265302657.53333658,3157590.6333328946,165077,0,66,0.23908743682059538,1.0837427382373181,0.8485074131340051,2732189836,-261,-261,32775247.299996078,3670.400000439957,-297,0,0,-0.00264287644740957,-0.0027681053935273425,-2703293159,1415.5023712174063,1258.3008012319015,157.20156998550488,0.7825017451716917,0.7829417288775481,-0.000439983705856406
321,2017-11-18,2017,199637,199637,297287053.6999996,3031435.166666666,156271,0,128,0.8448734453032242,1.0793301380294504,28073729,2911651482,199866,199866,555441,755307,264628855.5333267,3027961.1500000237,156537,0,125,0.2242545084316689,1.0820508889272151,0.8474728067805445,2737775640,-229,-229,32658198.166672885,3474.01666664239,-266,0,3,-0.0025993614773203166,-0.00272075089776469,-2709701911,1489.1380540681316,1324.031378690356,165.10667537777567,0.7827757379644054,0.783209750532857,-0.00043401256845165825
322,2017-11-19,2017,204190,204190,297368788.1999999,3068421.7666666643,160570,0,89,0.8467750624418438,1.0768076228436185,28033951,2914511374,204585,204585,563427,768012,264844201.26666307,3064280.98333338,160977,0,88,0.2262868288516319,1.0796014337452016,0.8494806559620725,2744734611,-395,-395,32524586.933336854,4140.783333284315,-407,0,1,-0.0027055935202286996,-0.002793810901583038,-2716700660,1456.3337489593023,1294.543594430985,161.79015452831732,0.7863754346442039,0.7868465430016863,-0.0004711083574824304
323,2017-11-20,2017,205049,205049,297679754.5,3095808.100000003,158063,0,50,0.8323132519544115,1.0797277035106256,27315009,2918691329,206169,206169,572247,778416,265286838.1499957,3092462.466666694,158437,0,50,0.220407853898168,1.0828846797149618,0.8321765153830104,2748497156,-1120,-1120,32392916.350004286,3345.633333309088,-374,0,0,0.00013673657140111928,-0.0031569762043361926,-2721182147,1451.749359909095,1286.7445549524696,165.00480495662532,0.7708547712985676,0.7684811974642163,0.002373573834351328
324,2017-11-21,2017,212589,212589,297927027.58333284,3110700.866666665,160604,0,79,0.8138520807755817,1.0772832557096943,27306518,2921338877,214127,214127,580593,794720,265698602.0166623,3107902.2166667227,161129,0,79,0.21931372055566703,1.0816985148545621,0.8139702139384586,2748387585,-1538,-1538,32228425.566670537,2798.649999942165,-525,0,0,-0.0001181331628768989,-0.004415259144867845,-2721081067,1401.4225928121061,1240.845862579975,160.57673023213124,0.7554671220053719,0.7524926795780075,0.002974442427364443
325,2017-11-22,2017,211386,211386,297892889.1333335,3094025.5999999987,158159,0,96,0.8074754241056636,1.0792240719781991,27814931,2921593087,212158,212158,595443,807601,265559779.03332776,3090510.9500000253,158484,0,96,0.21238829570542916,1.08228590898766,0.8084776440200211,2748531574,-772,-772,32333110.100005746,3514.649999973364,-325,0,0,-0.0010022199143574495,-0.0030618370094608327,-2720716643,1409.2366057039421,1251.707590726382,157.5290149775601,0.7481999754004522,0.7470093043863536,0.0011906710140986432
326,2017-11-23,2017,208671,208671,297977761.4333333,3072815.0000000037,156321,0,302,0.8126524529043322,1.0847998669404624,27467229,2923801001,209172,209172,612023,821195,265796361.48333874,3068586.2833329495,156674,0,302,0.20757189218151478,1.0879724778839976,0.8149130858814776,2751666176,-501,-501,32181399.949994534,4228.716667054221,-353,0,0,-0.002260632977145405,-0.00317261094353527,-2724198947,1427.9787868622534,1270.7071763110682,157.27161055118518,0.7491266155814655,0.7490199453081674,0.00010667027329813727
327,2017-11-24,2017,209249,209249,298213189.6833334,3072612.8666666644,156473,0,217,0.8051460222032121,1.0767097198877762,26574336,2926128785,209588,209588,626813,836401,266168748.50001416,3070821.916666249,156807,0,217,0.2026575769278168,1.0809657732116433,0.8087438212111259,2756831730,-339,-339,32044441.18331924,1790.9500004155561,-334,0,0,-0.0035977990079137934,-0.004256053323867137,-2730257394,1425.1594496668247,1269.9617750062703,155.1976746605544,0.7477837409019876,0.7481678340362998,-0.00038409313431220227
328,2017-11-25,2017,209584,209584,298194674.03333306,3058553.183333332,157189,0,246,0.8117842965111839,1.082372176170088,26821687,2927263437,210438,210438,640848,851286,266305868.98333135,3056139.1499999957,157685,0,246,0.20139647545008754,1.0872689222183503,0.8147102709586698,2759686929,-854,-854,31888805.05000171,2414.033333336469,-496,0,0,-0.0029259744474858795,-0.00489674604826229,-2732865242,1422.7931236799234,1265.4837481031532,157.3093755767702,0.7500047713565922,0.7493180889383096,0.0006866824182825138
329,2017-11-26,2017,208668,208668,298205336.2666669,3045780.699999996,156289,0,262,0.8131769126075866,1.0857066076307338,26230949,2928112919,209881,209881,656326,866207,266485418.9999951,3043556.816666671,156792,0,262,0.19733620254742587,1.0901959283636984,0.8144329405710913,2765636239,-1213,-1213,31719917.266671777,2223.8833333249204,-503,0,0,-0.0012560279635046578,-0.004489320732964597,-2739405290,1429.0899240260455,1269.697681066867,159.39224295917847,0.7489840320509135,0.7470519008390469,0.001932131211866528
330,2017-11-27,2017,215372,215372,298629365.1166666,3106931.149999995,161190,0,247,0.8073797893876639,1.0787703951858074,27265029,2932148609,215899,215899,669085,884984,266986085.91666144,3102325.4166666805,161585,0,247,0.19766911040199858,1.0826128662932728,0.8102585005025525,2771666748,-527,-527,31643279.200005174,4605.733333314303,-395,0,0,-0.002878711114888688,-0.003842471107465384,-2744401719,1386.5746945594906,1236.624930716036,149.94976384345455,0.7484259792359267,0.7484286634027948,-2.6841668681054642e-06
331,2017-11-28,2017,215520,215520,298662831.81666696,3119381.3500000034,162104,0,196,0.8150890868596878,1.0836746779845032,27563160,2932521379,216079,216079,679701,895780,267214259.91666156,3115242.733333389,162502,0,196,0.19775168010002545,1.0900911988775503,0.8198020168549451,2770161342,-559,-559,31448571.9000054,4138.616666614544,-398,0,0,-0.004712929995257298,-0.006416520893047117,-2742598182,1385.7778016734733,1236.6507616041426,149.12704006933063,0.7521529324424647,0.7520490191087519,0.00010391333371284617
332,2017-11-29,2017,214832,214832,298785653.8499999,3090191.0499999975,162179,0,140,0.8111454531913314,1.0744917652717054,26865568,2934588733,215430,215430,695191,910621,267482408.14999437,3086622.5000000033,162587,0,140,0.1926586362493295,1.0790469102695819,0.8143666156059941,2773452406,-598,-598,31303245.70000553,3568.549999994226,-408,0,0,-0.0032211624146627482,-0.004555144997876459,-2746586838,1390.7874704420194,1241.6209819894832,149.1664884525362,0.7549108140314292,0.7547091862786056,0.00020162775282361878
333,2017-11-30,2017,211011,211011,298797392.683333,3066045.400000002,159478,0,115,0.8110240698352218,1.0730947215289885,26577368,2936644414,211505,211505,710581,922086,267624376.53332698,3062689.2666666843,159732,0,115,0.1862624527430199,1.0752385245285845,0.8120375404836792,2776822716,-494,-494,31173016.150005996,3356.13333331747,-254,0,0,-0.0010134706484573597,-0.002143802999595934,-2750245348,1416.0275657825089,1265.3335691039313,150.6939966785776,0.7557805043338973,0.7552161887425829,0.0005643155913144238
334,2017-12-01,2017,207967,207967,298708883.10000014,3046942.0666666683,157215,0,124,0.8106093755259246,1.072289539802182,26633130,2937972744,208247,208247,298587,506834,267692803.59999618,3043006.033333217,157557,0,124,0.3343126151757767,1.0754266709825668,0.8136539782085749,2741771605,-280,-280,31016079.500003964,3936.033333451487,-342,0,0,-0.003044602682650277,-0.0031371311803849444,-2715138475,1436.328278524959,1285.4581511378133,150.87012738714566,0.7559612823188294,0.7565871297065504,-0.0006258473877209791
335,2017-12-02,2017,204332,204332,298469699.81666684,3028844.8333333335,155258,0,109,0.8207867588042977,1.0802213090468766,26314033,2936298834,204774,204774,316877,521651,267646721.61666793,3025537.6833332377,155556,0,109,0.323258270376167,1.0840340456170048,0.823483450047367,2746054958,-442,-442,30822978.199998915,3307.150000095833,-298,0,0,-0.0026966912430692602,-0.00381273657012815,-2719740925,1460.7095306494668,1307.0346900322693,153.67484061719756,0.7598320380557132,0.759647220838583,0.00018481721713015098
336,2017-12-03,2017,201739,201739,298592947.50000006,3000580.9999999967,152985,0,98,0.8170408299832953,1.0774193548387097,26680210,2939798317,202034,202034,331548,533582,267892692.4333349,2997418.083333287,153259,0,98,0.3101622618454182,1.0798517542199941,0.8191542017680153,2752215274,-295,-295,30700255.066665173,3162.916666709818,-274,0,0,-0.0021133717847200417,-0.002432399381284478,-2725535064,1480.0953087900707,1325.9782632296292,154.1170455604415,0.7583313092659327,0.7585802389696784,-0.0002489297037456817
337,2017-12-04,2017,202727,202727,298912203.06666636,3024846.133333335,153682,0,106,0.8131526634340768,1.0726565245116546,27022926,2944586535,202949,202949,346241,549190,268303323.8666702,3021384.9666665792,153844,0,104,0.30095777417651265,1.074354540963576,0.8144065750508764,2757815356,-222,-222,30608879.199996173,3461.1666667559184,-162,0,2,-0.0012539116167996633,-0.001698016451921358,-2730792430,1474.456796907498,1322.0233845284786,152.4334123790195,0.7580736655699537,0.7580426609640846,3.100460586913378e-05
338,2017-12-05,2017,209250,209250,298964723.1333335,3027467.099999998,158025,0,84,0.8097443249701319,1.072229077677582,26606450,2945294234,209700,209700,358567,568267,268479025.2166677,3024014.6999998926,158302,0,84,0.299537013410948,1.0752675266263214,0.8117167381974288,2758999284,-450,-450,30485697.916665792,3452.400000105612,-277,0,0,-0.0019724132272969097,-0.0030384489487393918,-2732392834,1428.7441965750704,1280.3005494357067,148.44364713936375,0.7551971326164875,0.754897472579876,0.0002996600366114155
339,2017-12-06,2017,208300,208300,299071922.21666694,3055120.06666667,157771,0,100,0.8148679788766202,1.0758441031621786,26371341,2946190259,208786,208786,371849,580635,268637594.8166709,3051586.1499999156,158159,0,100,0.29425887175248444,1.0802862941723164,0.8183355205808724,2761303275,-486,-486,30434327.399996042,3533.9166667545214,-388,0,0,-0.0034675417042522305,-0.004442191010137764,-2734931934,1435.7749506321024,1286.6647898646024,149.11016076750002,0.7574219875180028,0.7575172664833849,-9.527896538208402e-05
340,2017-12-07,2017,208373,208373,299118736.3166668,3028320.7333333264,159529,0,114,0.8262346849159931,1.0792081690476354,26153130,2947242423,209226,209226,385775,595001,268887208.51667064,3026007.0666666436,159872,0,114,0.29076925921133295,1.0821657325860634,0.8268953189374159,2765262316,-853,-853,30231527.799996138,2313.6666666828096,-343,0,0,-0.0006606340214228013,-0.0029575635384280208,-2739109186,1435.496615764359,1285.151981668964,150.3446340953949,0.7655934310107355,0.7641115348952807,0.001481896115454795
341,2017-12-08,2017,203883,203883,299033793.3166667,2993459.1666666623,153537,0,113,0.8129123075489377,1.0794727003914373,26153849,2949531121,204398,204398,402323,606721,268913468.4333414,2990072.6999998707,153884,0,113,0.27491219193005295,1.083900860388344,0.8160304895351252,2769852208,-515,-515,30120324.88332534,3386.466666791588,-347,0,0,-0.003118181986187518,-0.004428159996906711,-2743698359,1466.6931196650369,1315.6364956278505,151.05662403718634,0.7530642574417681,0.7528645094374701,0.000199748004298006
342,2017-12-09,2017,209095,209095,298998091.28333324,3029930.000000001,157864,0,149,0.8172170544489347,1.0824253788070761,26579688,2951500555,209266,209266,417586,626852,269014052.2000114,3026212.966666544,158128,0,149,0.27382221002724655,1.085487706162098,0.8202287997094628,2774460915,-171,-171,29984039.08332187,3717.033333457075,-264,0,0,-0.0030117452605281647,-0.0030623273550218766,-2747881227,1429.962893820193,1285.512468341782,144.4504254784108,0.7549869676462851,0.7556315885045827,-0.0006446208582975288
343,2017-12-10,2017,200926,200926,299075196.4000001,2988255.883333331,152223,0,128,0.8188188686382061,1.080795937539005,26230899,2954006826,201171,201171,431505,632676,269152048.7000023,2984613.0666665863,152510,0,127,0.2613391372519307,1.0841453019474132,0.8219027593440431,2780408595,-245,-245,29923147.699997783,3642.8166667446494,-287,0,1,-0.0030838907058370335,-0.003349364408408162,-2754177696,1488.4842996924247,1337.9266827723793,150.55761692004535,0.7576072783014642,0.7581112585810083,-0.000503980279544014
344,2017-12-11,2017,200697,200697,299177555.0500004,2977017.683333336,154099,0,154,0.8281339531731909,1.0785533974912236,26076684,2956390199,201088,201088,447235,648323,269394919.5333382,2974264.4333332703,154371,0,151,0.25738405085120364,1.0809543243225712,0.8298257479312572,2787482247,-391,-391,29782635.51666224,2753.2500000656582,-272,0,3,-0.0016917947580662451,-0.0024009268313476273,-2761405563,1490.6927111516386,1339.6867020077686,151.00600914386996,0.7678191502613392,0.76767882718014,0.00014032308119915626
345,2017-12-12,2017,205013,205013,299217333.8833334,3016092.2833333346,155697,0,103,0.8166213849853425,1.0752808339274382,25774524,2958484917,205571,205571,457102,662673,269496119.5166698,3013588.183333025,155971,0,103,0.2537812767382934,1.0782389033859003,0.8180823170583449,2786558383,-558,-558,29721214.366663575,2504.100000309758,-274,0,0,-0.0014609320730023523,-0.0029580694584621092,-2760783859,1459.5041967257364,1310.9637036190406,148.54049310669575,0.7594494007697072,0.7587208312456524,0.0007285695240548673
346,2017-12-13,2017,202494,202494,299520316.98333335,2994164.433333337,152847,0,127,0.8091103933943723,1.0719215947974117,26041469,2961721366,203266,203266,469963,673229,269972669.95001006,2990625.949999933,153146,0,127,0.2447889202633874,1.0760907891815612,0.8107553648913247,2789582260,-772,-772,29547647.033323288,3538.4833334037103,-299,0,0,-0.0016449714969524187,-0.004169194384149533,-2763540791,1479.156503320263,1328.1742640186262,150.9822393016368,0.7548223651071143,0.7534265445278601,0.0013958205792542477
347,2017-12-14,2017,203293,203293,299558465.1833338,3000025.916666672,154120,0,137,0.8132055702852539,1.0726641577991167,26336465,2962180836,204068,204068,486111,690179,270121887.683346,2997568.0666666236,154480,0,137,0.24088243774441143,1.0762040393578582,0.8146892212399754,2795958737,-775,-775,29436577.49998784,2457.850000048522,-360,0,0,-0.0014836509547215826,-0.00353988155874152,-2769622272,1473.530643865425,1323.685671851275,149.84497201415002,0.7581175938177901,0.7570025677715272,0.0011150260462629014
348,2017-12-15,2017,207118,207118,299678528.03333277,3003423.0666666618,158698,0,87,0.8262294923666695,1.0783185673417433,26720990,2964438944,208298,208298,499170,707468,270347105.2166785,3000625.4166666074,159166,0,87,0.24353044943375723,1.082454795622202,0.8271322816349579,2801719422,-1180,-1180,29331422.816654265,2797.6500000543892,-468,0,0,-0.0009027892682883509,-0.004136228280458676,-2774998432,1446.897556143516,1297.8862265440787,149.01132959943743,0.7662202222887436,0.7641263958367339,0.0020938264520097283
349,2017-12-16,2017,193909,193909,299313431.38333356,2916707.150000001,146405,0,80,0.8098283215322658,1.0725931491410796,26429075,2964701038,194330,194330,516984,711314,270122620.9000019,2913145.0166666247,146661,0,80,0.22156178565303036,1.0745869726784958,0.810991612206044,2803561711,-421,-421,29190810.48333168,3562.133333376143,-256,0,0,-0.0011632906737781834,-0.001993823537416173,-2777132636,1543.5767879950572,1390.0201765038948,153.55661149116236,0.7550191069006595,0.7547007667369938,0.00031834016366572015
350,2017-12-17,2017,192904,192904,299280190.8666666,2902500.2333333306,145874,0,92,0.8089256832414055,1.0697245568093015,26267062,2966556916,193160,193160,533017,726177,270203902.9833403,2899516.6833332554,146148,0,92,0.2159225643334933,1.0728713359060658,0.8117519155104614,2810226830,-256,-256,29076287.883326292,2983.550000075251,-274,0,0,-0.002826232269055984,-0.0031467790967643072,-2783959768,1551.4462679191029,1398.8605455753795,152.58572234372332,0.7561999751171568,0.7566162766618347,-0.0004163015446779772
351,2017-12-18,2017,196647,196647,299697086.6333327,2969556.450000003,149697,0,103,0.8161121196865454,1.0720722526169535,26311104,2972048519,196923,196923,543741,740664,270712790.03333014,2965861.6500000227,149915,0,103,0.2174521780456479,1.0743354567588361,0.8178780538586143,2815279381,-276,-276,28984296.600002587,3694.799999980256,-218,0,0,-0.0017659341720689392,-0.0022632041418826354,-2788968277,1524.0358949454237,1374.7139238856312,149.32197105979253,0.7612473111717951,0.7612874067528933,-4.009558109818734e-05
352,2017-12-19,2017,197637,197637,299930263.7,2975822.533333333,150129,0,122,0.8119380480375643,1.0688741016059524,25704276,2974570544,197886,197886,552758,750644,271071729.6833351,2972258.966666264,150353,0,122,0.21446517923276912,1.0707268893869915,0.8135340549609494,2815415846,-249,-249,28858534.016664863,3563.5666670692153,-224,0,0,-0.0015960069233851293,-0.0018527877810390336,-2789711570,1517.5815444476489,1369.837834325496,147.74371012215283,0.7596199092275232,0.7597960441870572,-0.00017613495953394676
353,2017-12-20,2017,202952,202952,300158798.81666684,3016008.7999999975,154848,0,114,0.8171735188616018,1.0710309464765453,25563572,2975586678,203577,203577,564291,767868,271436963.5333268,3013493.233333363,155131,0,114,0.21695265332061817,1.073873049229362,0.818319358277211,2817415901,-625,-625,28721835.283340037,2515.5666666342877,-283,0,0,-0.0011458394156091956,-0.002842102752816711,-2791852329,1478.9644783824099,1333.338066349965,145.62641203244493,0.7629784382514092,0.7620261620910024,0.0009522761604068286
354,2017-12-21,2017,206915,206915,300665074.26666623,3078000.2500000037,158407,0,105,0.8227146412778183,1.0746494788740395,26033366,2979344231,207544,207544,575415,782959,272015700.48332715,3075557.4000000264,158711,0,105,0.218344766456481,1.077146511583956,0.823704852946849,2820623598,-629,-629,28649373.783339083,2442.8499999772757,-304,0,0,-0.0009902116690306828,-0.0024970327099165246,-2794590232,1453.0849588800534,1310.641119393127,142.44383948692644,0.7655655704033058,0.76471013375477,0.0008554366485357123
355,2017-12-22,2017,206626,206626,301154775.40000015,3086921.4500000053,157873,0,102,0.8229070881689614,1.0770302711673316,25637126,2982464923,206951,206951,587910,794861,272598796.2999954,3082766.0166666815,158192,0,102,0.21511308266476803,1.0808700819257575,0.8262100690501563,2824818059,-325,-325,28555979.100004733,4155.433333323803,-319,0,0,-0.0033029808811948502,-0.0038398107584258767,-2799180933,1457.4873220214308,1317.2142019125079,140.27312010892297,0.7640519586112106,0.7643935037762563,-0.000341545165045698
356,2017-12-23,2017,208068,208068,301228539.69999975,3068562.166666669,157696,0,129,0.8196695311148279,1.0814922382305217,25488737,2982334687,208432,208432,600341,808773,272799585.8166624,3066386.5999999996,158069,0,129,0.21196553297402326,1.0845390304234228,0.8224840715437177,2832413509,-364,-364,28428953.88333738,2175.5666666692123,-373,0,0,-0.0028145404288898446,-0.00304679219290116,-2806924772,1447.7408332852708,1308.8181556414677,138.92267764380313,0.7579060691696945,0.758372035004222,-0.0004659658345275153
357,2017-12-24,2017,197011,197011,300904876.9333336,2974997.9833333357,149135,0,65,0.8178274309556323,1.0803701344419498,25164083,2979737793,197160,197160,617282,814442,272606823.29999536,2971287.6166666565,149380,0,65,0.19875694033460892,1.0836524300441874,0.8210387502535998,2839195557,-149,-149,28298053.633338213,3710.3666666792706,-245,0,0,-0.0032113192979675853,-0.0032822956022375838,-2814031474,1527.3506399811868,1382.6680021302261,144.68263785096065,0.7569881884767855,0.7576587543112193,-0.0006705658344338117
358,2017-12-25,2017,193273,193273,300656500.5166664,2941361.716666666,146791,0,113,0.8185313002850895,1.0777227486698784,25482237,2978191927,193517,193517,635741,829258,272437929.69999814,2938062.0166666927,147090,0,113,0.19183052801420317,1.0814943232034746,0.8220311393831025,2846164172,-244,-244,28218570.816668272,3299.699999973178,-299,0,0,-0.003499839098012991,-0.0037715745335962225,-2820681935,1555.6052863910966,1407.8242722861462,147.78101410495037,0.759500809735452,0.7600882609796555,-0.0005874512442035629
359,2017-12-26,2017,197750,197750,300975893.84999996,2967346.8499999973,150909,0,309,0.8233072060682688,1.0788554691900414,26379612,2981661476,198156,198156,646038,844194,272832648.4499952,2963819.3666667314,151268,0,309,0.19397792450550674,1.0825488536901429,0.8263943559619749,2851238332,-406,-406,28143245.400004745,3527.4833332658745,-359,0,0,-0.003087149893706065,-0.003693384500101482,-2824858720,1522.0019916561314,1376.8578718282324,145.14411982789898,0.7631302149178255,0.7633783483719897,-0.00024813345416418997
360,2017-12-27,2017,200142,200142,301423864.91666687,3002434.283333335,152792,0,328,0.8231905347203491,1.0782959840829358,26975447,2986660795,201117,201117,654976,856093,273386289.0833286,2998779.36666663,153237,0,328,0.19392869699904475,1.0834263265399326,0.8254946125886976,2850741762,-975,-975,28037575.83333826,3654.9166667051613,-445,0,0,-0.0023040778683485197,-0.005130342456996839,-2823766315,1506.0500290626999,1359.3395341185908,146.7104949441091,0.7634179732390003,0.7619296230552365,0.0014883501837638091
361,2017-12-28,2017,202940,202940,302039007.6833329,3047146.083333326,154156,0,93,0.8162757465260663,1.0745932691559232,27071043,2993308046,203422,203422,664429,867851,274100680.54999995,3042650.266666326,154526,0,87,0.19200185285262225,1.0783233889442283,0.8191296909872107,2853751388,-482,-482,27938327.133332968,4495.816666999832,-370,0,6,-0.0028539444611443976,-0.003730119788305064,-2826680345,1488.3167817253027,1347.4485579239215,140.8682238013812,0.7596136789198777,0.7596326847636932,-1.9005843815422807e-05
362,2017-12-29,2017,205599,205599,302677757.9500001,3029951.4166666633,156010,0,113,0.8127763267331056,1.0711236459201323,27189957,2999414209,205895,205895,676168,882063,274786909.51666915,3026377.883332888,156326,0,113,0.1905158701816085,1.07497793073447,0.8161781490565495,2858949964,-296,-296,27890848.433330953,3573.5333337751217,-316,0,0,-0.0034018223234438816,-0.003854284814337694,-2831760007,1472.1752437998246,1334.5972923901463,137.57795140967823,0.7588071926419876,0.7592510745768474,-0.00044388193485978
363,2017-12-30,2017,198551,198551,303128376.6833336,2973024.483333333,150856,0,89,0.8125116468816572,1.069397306040199,26904707,3005282451,198811,198811,691649,890460,275292414.2166674,2969630.149999553,151115,0,89,0.18205871122791026,1.0727988617940125,0.8154277177822185,2866956000,-260,-260,27835962.466666162,3394.3333337800577,-259,0,0,-0.0029160709005612295,-0.003401555753813623,-2840051293,1526.7028455325512,1384.6940773733215,142.0087681592297,0.7597846397147332,0.7600937573876697,-0.0003091176729365097
364,2017-12-31,2017,193155,193155,303220611.8666667,2933067.7666666713,146647,0,104,0.8124200771401201,1.0700730325202665,27639579,3008951319,193936,193935,708165,902101,275503645.9166643,2930144.850000024,147008,0,103,0.17500811993335422,1.0739211471484589,0.8140572147512558,2878053353,-781,-780,27716965.950002372,2922.9166666474193,-361,0,1,-0.0016371376111357083,-0.003848114628192345,-2850413774,1569.8305084862761,1420.5978596780587,149.2326488082174,0.7592192798529678,0.7580232654071446,0.0011960144458231792
365,2018-01-01,2018,194471,194471,303474488.73333377,2939072.7833333327,146530,0,129,0.8019190521980152,1.0642871766873694,27761805,3014635440,194517,194517,287849,482366,275832610.6833452,2935570.2166666053,146786,0,125,0.32459999253678073,1.0666957339255798,0.8049476395379273,2857334440,-46,-46,27641878.049988568,3502.56666672742,-256,0,4,-0.00302858733991207,-0.0024085572382104292,-2829572635,1560.5128205919327,1418.0385811180781,142.4742394738546,0.7534799533092338,0.7546178483114586,-0.0011378950022248313
