,date,year,num_segs_new,num_segs_distinct_new,sum_seg_length_h_new,sum_seg_day_length_h_new,num_segs_with_idents_new,min_num_idents_new,max_num_idents_new,avg_num_idents_new,avg_num_idents_non_zero_new,sum_num_idents_new,total_msg_count_new,total_pos_count_new,total_ident_count_new,num_segs_old,num_segs_distinct_old,sum_seg_length_h_old,sum_seg_day_length_h_old,num_segs_with_idents_old,min_num_idents_old,max_num_idents_old,avg_num_idents_old,avg_num_idents_non_zero_old,sum_num_idents_old,total_msg_count_old,total_pos_count_old,total_ident_count_old,num_segs_diff,num_segs_distinct_diff,sum_seg_length_h_diff,sum_seg_day_length_h_diff,num_segs_with_idents_diff,min_num_idents_diff,max_num_idents_diff,avg_num_idents_diff,avg_num_idents_non_zero_diff,sum_num_idents_diff,total_msg_count_diff,total_pos_count_diff,total_ident_count_diff,avg_seg_length_h_new,avg_seg_length_h_old,avg_seg_length_h_diff,prop_segs_with_idents_new,prop_segs_with_idents_old,prop_segs_with_idents_diff,ratio
0,2017-01-01,2017,166801,166801,209688399.08333507,2592368.3999997205,128386,0,99,0.8245873825696534,1.0713161871232249,137542,76334800,24494883,51839917,167253,167253,208426630.50000212,2587648.7166664028,130512,0,99,0.8462150155752133,1.0844366801519973,141532,1283126613,24465691,51079591,-452,-452,1261768.5833329558,4719.683333317749,-2126,0,0,-0.02162763300555992,-0.013120493028772495,-3990,-1206791813,29192,760326,1257.1171580706055,1246.1757367580976,10.941421312507828,0.7696956253259872,0.7803268102814299,-0.010631184955442685,-8.827433628318584
1,2017-01-02,2017,170414,170414,210429930.9999999,2557511.933333044,131201,0,103,0.8184538828969438,1.0630711656161063,139476,73204117,23725939,49478178,170943,170943,209134618.43333352,2553482.2333330684,133208,0,103,0.8360213638464385,1.0728484775689262,142912,1297308741,23689206,48652385,-529,-529,1295312.5666663945,4029.699999975506,-2007,0,0,-0.017567480949494785,-0.009777311952819945,-3436,-1224104624,36733,825793,1234.815983428591,1223.417270279178,11.39871314941297,0.76989566584905,0.7792539033478996,-0.009358237498849564,-6.495274102079395
2,2017-01-03,2017,176294,176294,211325868.61666647,2696579.966666447,135962,0,107,0.8278103622358254,1.0733734425795254,145938,79346823,26067465,53279358,176875,176875,210029060.78333366,2691730.5499997823,138153,0,109,0.8513809187279195,1.0900089031725524,150588,1312896832,26031885,52452396,-581,-581,1296807.8333328068,4849.416666664649,-2191,0,-2,-0.023570556492094163,-0.016635460593027007,-4650,-1233550009,35580,826962,1198.712767403692,1187.4434531919924,11.269314211699566,0.7712230705525996,0.7810770318021202,-0.009853961249520538,-8.003442340791738
3,2017-01-04,2017,179639,179639,211888505.88333148,2715950.016666296,137781,0,89,0.8205512166066259,1.0698354635254408,147403,80071726,26621557,53450169,180504,180504,210649979.33333138,2710607.8166663176,140112,0,89,0.8419259406993708,1.0846394313120822,151971,1327142345,26583499,52637376,-865,-865,1238526.5500001013,5342.1999999783,-2331,0,0,-0.02137472409274488,-0.014803967786641392,-4568,-1247070619,38058,812793,1179.5239668631616,1167.010034865329,12.513931997832515,0.7669882375208056,0.7762265656162745,-0.009238328095468873,-5.280924855491329
4,2017-01-05,2017,176772,176772,212158545.88333073,2685404.699999619,136009,0,86,0.8247686285158288,1.071958473336318,145796,81450661,26830896,54619765,177420,177420,210949608.94999725,2680530.449999651,138160,0,90,0.8480441889302259,1.089027214823396,150460,1340347204,26792969,53756509,-648,-648,1208936.9333334863,4874.249999967869,-2151,0,-4,-0.023275560414397156,-0.01706874148707782,-4664,-1258896543,37927,863256,1200.181849406754,1188.9843814113249,11.197467995429179,0.7694035254452063,0.7787171683012062,-0.009313642855999893,-7.197530864197531
5,2017-01-06,2017,173661,173661,212296678.49999702,2677392.2999994815,133328,0,114,0.8217446634535135,1.0703303132125355,142705,82740715,26822129,55918586,174557,174557,211098461.46666378,2672430.0499995,135726,0,119,0.8462164221429004,1.088317639951093,147713,1352069315,26783598,55046498,-896,-896,1198217.033333242,4962.249999981374,-2398,0,-5,-0.02447175868938689,-0.01798732673855752,-5008,-1269328600,38531,872088,1222.477577003455,1209.3382761313712,13.139300872083822,0.7677486597451356,0.7775454436086779,-0.009796783863542324,-5.589285714285714
6,2017-01-07,2017,169599,169599,212409092.39999813,2635892.399999624,130922,0,65,0.8251227896390891,1.0688807075968976,139940,82491045,26627361,55863684,170157,170157,211211601.4666639,2631171.5333329774,133045,0,67,0.8478816622295949,1.0843924987786042,144273,1363199533,26588296,54982531,-558,-558,1197490.9333342314,4720.866666646674,-2123,0,-2,-0.022758872590505796,-0.015511791181706647,-4333,-1280708488,39065,881153,1252.4194859639392,1241.2748312832496,11.144654680689655,0.7719503063107683,0.7818955435274482,-0.009945237216679836,-7.765232974910394
7,2017-01-08,2017,165816,165816,212740911.54999927,2591348.9499996393,128226,0,88,0.8255174410189624,1.067521407514874,136884,80163668,26032704,54130964,166429,166429,211526651.3666781,2587019.766666233,130266,0,90,0.8472261444820265,1.082423656211129,141003,1374606997,25991917,53161195,-613,-613,1214260.183321178,4329.183333406225,-2040,0,-2,-0.021708703463064083,-0.014902248696254894,-4119,-1294443329,40787,969769,1282.9938700125397,1270.9723147208604,12.021555291679306,0.7733029381965553,0.7827121475223668,-0.009409209325811574,-6.719412724306689
8,2017-01-09,2017,172137,172137,213274756.9666685,2625863.666666333,132300,0,88,0.818603786518868,1.065094482237342,140912,78437139,25894891,52542248,172733,172733,212074490.80000162,2621190.3166663507,134318,0,88,0.8403605564657584,1.0807040009529634,145158,1387307045,25856435,51698651,-596,-596,1200266.1666668653,4673.349999982398,-2018,0,0,-0.021756769946890353,-0.015609518715621329,-4246,-1308869906,38456,843597,1238.9826531580572,1227.7589736761454,11.223679481911859,0.7685738684884714,0.7776047425795881,-0.009030874091116692,-7.124161073825503
9,2017-01-10,2017,174783,174783,213558031.5500017,2644076.5333328964,132789,0,105,0.8087056521515297,1.0644556401509222,141348,79465216,26035659,53429557,175421,175421,212346326.2500016,2639198.733332919,134964,0,105,0.8298094298858227,1.0785542811416238,145566,1396792834,25997164,52591956,-638,-638,1211705.3000001013,4877.799999977462,-2175,0,0,-0.02110377773429306,-0.014098640990701572,-4218,-1317327618,38495,837601,1221.8466987636195,1210.495472320883,11.35122644273656,0.7597363587991968,0.7693719680083912,-0.009635609209194484,-6.61128526645768
10,2017-01-11,2017,173809,173809,214014591.01666802,2669386.1999995965,132464,0,107,0.8121846394605562,1.0656857712284145,141165,81079326,26427621,54651705,174121,174121,212795642.1833468,2664469.8166661602,134498,0,108,0.8361197098569337,1.0824398875819712,145586,1407246264,26389111,53834578,-312,-312,1218948.8333212137,4916.383333436213,-2034,0,-1,-0.023935070396377545,-0.016754116353556725,-4421,-1326166938,38510,817127,1231.3205358564173,1222.113600216785,9.20693563963232,0.7621239406474923,0.7724398550433319,-0.010315914395839565,-14.169871794871796
11,2017-01-12,2017,174991,174991,214743777.85000083,2685149.649999597,133633,0,80,0.817310604545386,1.0702595915679325,143022,84484226,27084988,57399238,175417,175417,213511694.83333382,2679502.666666285,135669,0,82,0.8383109960836286,1.0839174756208152,147054,1420087139,27043123,56569292,-426,-426,1232083.0166670084,5646.983333311975,-2036,0,-2,-0.021000391538242624,-0.013657884052882707,-4032,-1335602913,41865,829946,1227.1704136212768,1217.166493745383,10.003919875893871,0.7636564166157117,0.7734085065871609,-0.009752089971449163,-9.464788732394366
12,2017-01-13,2017,169424,169424,215098228.73333773,2628192.149999468,129161,0,83,0.8093363395976952,1.0616285101539746,137121,83548006,26751325,56796681,169643,169643,213912882.2000159,2623247.4333327306,130738,0,83,0.8275673031012208,1.0738346922853355,140391,1431798994,26708680,55997115,-219,-219,1185346.5333218277,4944.716666737571,-1577,0,0,-0.0182309635035256,-0.012206182131360821,-3270,-1348250988,42645,799566,1269.5853523310614,1260.959085845074,8.626266485987344,0.7623536216828785,0.770665456281721,-0.008311834598842549,-14.931506849315069
